area_code,area_name,area_of_use,area_south_bound_lat,area_north_bound_lat,area_west_bound_lon,area_east_bound_lon,area_polygon_file_ref,iso_a2_code,iso_a3_code,iso_n_code,remarks,information_source,data_source,revision_date,change_id,deprecated
1320,Venezuela - Maturin,Venezuela - Maturin area.,9.1,10.13,-64.3,-63,urn:ogc:def:extent-polygon:EPSG::1320,,,,,OGP,OGP,2000/03/07,,0
1321,Europe - Austria and former Yugoslavia onshore,Austria. Bosnia and Herzegovina. Croatia - onshore. FYR Macedonia. Montenegro - onshore. Serbia. Slovenia - onshore.,40.85,49.02,9.53,23.04,urn:ogc:def:extent-polygon:EPSG::1321,,,,,OGP,OGP,2014/05/01,2007.072 2008.045 2008.053 2008.054 2011.055 2011.082 2014.024,0
1322,Trinidad and Tobago - Tobago - onshore,Trinidad and Tobago - Tobago - onshore.,11.09,11.4,-60.9,-60.47,urn:ogc:def:extent-polygon:EPSG::1322,,,,,OGP,OGP,2014/05/01,2009.106 2011.037 2014.024,0
1323,USA - CONUS - onshore,"United States (USA) - onshore - Alabama; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming.",24.41,49.38,-124.79,-66.91,urn:ogc:def:extent-polygon:EPSG::1323,,,,,OGP,OGP,2014/05/01,2008.070 2011.043 2011.069 2014.024,0
1324,USA (all states),"United States (USA) - onshore and offshore - Alabama; Alaska; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Hawaii; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming.",15.56,74.71,167.65,-65.69,urn:ogc:def:extent-polygon:EPSG::1324,,,,Area crosses 180-degree meridian.,OGP,OGP,2014/05/01,2008.070 2011.043 2014.024,0
1325,"North America - Canada and USA (CONUS, Alaska mainland)","North America - onshore and offshore: Canada - Alberta; British Columbia; Manitoba; New Brunswick; Newfoundland and Labrador; Northwest Territories; Nova Scotia; Nunavut; Ontario; Prince Edward Island; Quebec; Saskatchewan; Yukon. United States (USA) - Alabama; Alaska (mainland); Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming.",23.81,86.46,-172.54,-47.74,urn:ogc:def:extent-polygon:EPSG::1325,,,,,OGP,OGP,2014/05/01,2006.462 2006.463 2007.028 2009.108 2011.043 2014.024,0
1326,France - mainland onshore,France - mainland onshore.,42.33,51.14,-4.87,8.23,urn:ogc:def:extent-polygon:EPSG::1326,,,,,OGP,OGP,2012/01/05,2011.055 2011.095,0
1327,France - Corsica onshore,France - Corsica onshore.,41.31,43.07,8.5,9.63,urn:ogc:def:extent-polygon:EPSG::1327,,,,,OGP,OGP,2014/05/01,2011.055 2011.095 2014.024,0
1328,Indonesia - Kalimantan - Mahakam delta,Indonesia - east Kalimantan - Mahakam delta coastal and offshore shelf areas.,-1.24,0,116.72,117.99,urn:ogc:def:extent-polygon:EPSG::1328,,,,,OGP,OGP,2014/05/01,2012.032 2012.040 2012.060 2014.024,0
1329,Mozambique - south,Mozambique - south.,-26.87,-19.84,31.29,35.65,urn:ogc:def:extent-polygon:EPSG::1329,,,,,OGP,OGP,2014/05/01,2012.049 2014.024,0
1330,USA - Alaska,United States (USA) - Alaska.,51.3,71.4,172.42,-129.99,urn:ogc:def:extent-polygon:EPSG::1330,,,,Area crosses 180-degree meridian.,OGP,OGP,2014/05/01,2008.070 2011.068 2014.024,0
1331,USA - Alaska - St. George Island,United States (USA) - Alaska - Pribilof Islands - St George Island.,56.49,56.67,-169.88,-169.38,urn:ogc:def:extent-polygon:EPSG::1331,,,,,OGP,OGP,2014/05/01,2008.070 2011.068 2014.024,0
1332,USA - Alaska - St. Lawrence Island,United States (USA) - Alaska - St Lawrence Island.,62.89,63.84,-171.97,-168.59,urn:ogc:def:extent-polygon:EPSG::1332,,,,,OGP,OGP,2014/05/01,2008.070 2011.068 2014.024,0
1333,USA - Alaska - St. Paul Island,United States (USA) - Alaska - Pribilof Islands - St Paul Island.,57.06,57.28,-170.51,-170.04,urn:ogc:def:extent-polygon:EPSG::1333,,,,,OGP,OGP,2014/05/01,2008.070 2011.068 2014.024,0
1334,USA - Hawaii - onshore,United States (USA) - Hawaii - main islands onshore.,18.87,22.29,-160.3,-154.74,urn:ogc:def:extent-polygon:EPSG::1334,,,,,OGP,OGP,2014/05/01,2008.070 2011.043 2014.024,0
1335,Caribbean - Puerto Rico and Virgin Islands - onshore,"Puerto Rico, US Virgin Islands and British Virgin Islands - onshore.",17.62,18.78,-67.97,-64.25,urn:ogc:def:extent-polygon:EPSG::1335,,,,"This area is an aggregation of discontinuous areas codes 3294, 3329 and 3330.",OGP,OGP,2014/05/01,2009.063 2011.068 2014.024,0
1336,Canada - CSRS98,"Canada - Alberta; New Brunswick; Saskatchewan; Prince Edward Island; and Quebec.",44.61,62.56,-120,-57.1,,,,,,OGP,OGP,2000/10/19,,1
1337,USA - HARN,"Onshore only: American Samoa - Tutuila, Aunu'u, Ofu, Olesega, Ta'u and Rose islands. Guam. Puerto Rico.  United States (USA) - Alabama; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Hawaii; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming. US Virgin Islands.",-14.59,49.38,144.58,-64.51,urn:ogc:def:extent-polygon:EPSG::1337,,,,"Area crosses 180-degree meridian. This area is an aggregation of discontinuous areas codes 3110, 3255, 3294, 3330, 1323 and 1334.",National Geodetic Survey,OGP,2014/05/01,2001.600 2004.230 2004.750 2005.230 2005.891 2008.070 2009.044 2011.043 2014.024,0
1338,Iran - Taheri refinery,Iran - Taheri refinery site.,27.39,27.61,52.5,52.71,urn:ogc:def:extent-polygon:EPSG::1338,,,,,OGP,OGP,2014/05/01,2014.024,0
1339,Trinidad and Tobago - Trinidad,Trinidad and Tobago - Trinidad - onshore and offshore.,9.83,11.51,-62.09,-60,urn:ogc:def:extent-polygon:EPSG::1339,,,,,OGP,OGP,2014/05/01,2011.037 2014.024,0
1340,Yemen - South Yemen - mainland,Yemen - South Yemen onshore mainland.,12.54,19,43.37,53.14,urn:ogc:def:extent-polygon:EPSG::1340,,,,,OGP,OGP,2014/05/01,2012.022 2012.051 2014.024,0
1341,South America by country,"South America - Argentina, Brazil, Bolivia, Chile, Colombia, Ecuador, French Guiana, Guyana, Paraguay, Peru, Suriname, Uruguay, Venezuela.",-56.15,13,-82,-34,,,,,,OGP,OGP,2000/10/19,2011.021,1
1342,Sierra Leone - Freetown Peninsula,Sierra Leone - Freetown Peninsula.,8.32,8.55,-13.34,-13.13,urn:ogc:def:extent-polygon:EPSG::1342,,,,,OGP,OGP,2014/05/01,2012.049 2014.024,0
1343,Germany - East Germany all states,"Germany - states of former East Germany - Berlin, Brandenburg; Mecklenburg-Vorpommern; Sachsen; Sachsen-Anhalt; Thuringen.",50.2,54.74,9.92,15.04,urn:ogc:def:extent-polygon:EPSG::1343,,,,,OGP,OGP,2014/05/01,2011.012 2011.082 2014.024,0
1344,Portugal - Azores W - onshore,"Portugal - western Azores onshore - Flores, Corvo.",39.3,39.77,-31.34,-31.02,urn:ogc:def:extent-polygon:EPSG::1344,,,,Superset of areas 3684 and 3685.,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.024,0
1345,Portugal - Azores E - onshore,"Portugal - eastern Azores onshore - Sao Miguel, Santa Maria, Formigas.",36.87,37.96,-25.92,-24.62,urn:ogc:def:extent-polygon:EPSG::1345,,,,Superset of areas 2871 and 3683.,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2013.010 2014.024,0
1346,Qatar - onshore,Qatar - onshore.,24.55,26.2,50.69,51.68,urn:ogc:def:extent-polygon:EPSG::1346,,,,,OGP,OGP,2014/05/01,2012.051 2014.024,0
1347,Belgium - onshore,Belgium - onshore.,49.5,51.51,2.5,6.4,urn:ogc:def:extent-polygon:EPSG::1347,,,,,OGP,OGP,2014/05/01,2011.095 2014.024,0
1348,South America - PSAD56 by country,"Aruba - onshore; Bolivia; Bonaire - onshore; Brazil - offshore - Amazon Cone shelf; Chile - onshore north of 45°S; Curacao - onshore; Ecuador - mainland onshore; Guyana - onshore; Peru - onshore; Venezuela - onshore.",-45,12.68,-81.41,-47.99,urn:ogc:def:extent-polygon:EPSG::1348,,,,,OGP,OGP,2014/05/01,2005.144 2006.480 2010.097 2011.037 2012.044 2014.024,0
1349,North America - NAD27,"North and central America: Antigua and Barbuda. Bahamas. Belize. British Virgin Islands. Canada - Alberta; British Columbia; Manitoba; New Brunswick; Newfoundland and Labrador; Northwest Territories; Nova Scotia; Nunavut; Ontario; Prince Edward Island; Quebec; Saskatchewan; Yukon. Cuba. El Salvador. Guatemala. Honduras. Puerto Rico. Mexico. Nicaragua. United States (USA) - Alabama; Alaska; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming. US Virgin Islands.   Usage shall be onshore only except that onshore and offshore shall apply to Canada east coast (New Brunswick; Newfoundland and Labrador; Prince Edward Island; Quebec). Cuba. Mexico (Gulf of Mexico and Caribbean coasts only). USA Alaska. USA Gulf of Mexico (Alabama; Florida; Louisiana; Mississippi; Texas). USA East Coast. Bahamas onshore plus offshore over internal continental shelf only.",7.98,83.17,167.65,-47.74,urn:ogc:def:extent-polygon:EPSG::1349,,,,Area crosses 180-degree meridian.,OGP,OGP,2014/05/01,2006.463 2007.028 2009.063 2010.088 2011.043 2014.024,0
1350,North America - NAD83,"North America - onshore and offshore: Canada - Alberta; British Columbia; Manitoba; New Brunswick; Newfoundland and Labrador; Northwest Territories; Nova Scotia; Nunavut; Ontario; Prince Edward Island; Quebec; Saskatchewan; Yukon. Puerto Rico. United States (USA) - Alabama; Alaska; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; Florida; Georgia; Hawaii; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Ohio; Oklahoma; Oregon; Pennsylvania; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virginia; Washington; West Virginia; Wisconsin; Wyoming. US Virgin Islands.  British Virgin Islands.",14.92,86.46,167.65,-47.74,urn:ogc:def:extent-polygon:EPSG::1350,,,,Area crosses 180-degree meridian.,OGP,OGP,2014/05/01,2006.462 2006.463 2006.464 2007.028 2009.064 2011.043 2014.024,0
1351,Asia - Middle East - Nahrwan,"Arabian Gulf; Iraq - onshore; Kuwait- onshore and offshore; Qatar - offshore; United Arab Emirates (UAE) - Abu Dhabi; Dubai; Sharjah; Ajman; Fujairah; Ras Al Kaimah; Umm Al Qaiwain - onshore and offshore.",22.63,37.39,38.79,57.13,urn:ogc:def:extent-polygon:EPSG::1351,,,,Adjustment included Gulf coast area of Saudi Arabia but geodetic entities not in use there.,OGP,OGP,2014/05/01,2006.340 2012.004 2012.051 2014.024,0
1352,Norway - onshore,Norway - onshore.,57.93,71.21,4.68,31.22,urn:ogc:def:extent-polygon:EPSG::1352,,,,,OGP,OGP,2014/05/01,2009.105 2011.112 2014.024,0
1353,France - onshore,France - onshore.,,,,,,,,,,OGP,OGP,2000/03/07,,1
1354,Europe - British Isles - UK and Ireland onshore,"Ireland - onshore. United Kingdom (UK) - onshore - England; Scotland; Wales; Northern Ireland. Isle of Man.",49.81,60.9,-10.56,1.84,urn:ogc:def:extent-polygon:EPSG::1354,,,,,OGP,OGP,2014/05/01,2011.055 2011.082 2014.024,0
1355,Indonesia - Sumatra,Indonesia - Sumatra.,-5.99,5.97,95.16,106.13,urn:ogc:def:extent-polygon:EPSG::1355,,,,,OGP,OGP,2014/05/01,2012.040 2014.024,0
1356,"Asia - Middle East - Israel, Jordan and Palestine onshore","Israel - onshore; Jordan; Palestine Territory - onshore.",29.18,33.38,34.17,39.31,urn:ogc:def:extent-polygon:EPSG::1356,,,,,OGP,OGP,2014/05/01,2002.340 2011.004 2012.051 2014.024,0
1357,Europe - eastern and FSU,"Albania; Bulgaria; Czech Republic; Germany (former DDR); Hungary; Poland; Romania; Slovakia. Armenia; Azerbaijan; Belarus; Estonia; Georgia; Kazakhstan; Kyrgyzstan; Latvia; Lithuania; Moldova; Russian Federation; Tajikistan; Turkmenistan; Ukraine; Uzbekistan.",35.1,78,9.87,-169.73,,,,,Countries forming the former Warsaw Pact and FSU. Area crosses 180-degree meridian.,OGP,OGP,2008/09/24,2006.380 2008.011 2009.060,1
1358,South America - SAD69 by country,Brazil - onshore and offshore. In rest of South America - onshore north of 45°S.,-45,12.52,-81.41,-25.28,urn:ogc:def:extent-polygon:EPSG::1358,,,,,OGP,OGP,2014/05/01,2008.045 2010.097 2011.037 2011.053 2012.070 2014.024,0
1359,Indonesia - Kalimantan SE,Indonesia - Kalimantan - onshore southeast coastal area including Mahakam delta coastal and offshore shelf areas.,-4.24,0,114.55,117.99,urn:ogc:def:extent-polygon:EPSG::1359,,,,,OGP,OGP,2014/05/01,2012.032 2012.040 2014.024,0
1360,Indonesia - Kalimantan E,Indonesia - Kalimantan - onshore east coastal area including Mahakam delta coastal and offshore shelf areas.,-4.24,4.29,114.55,119.06,urn:ogc:def:extent-polygon:EPSG::1360,,,,,OGP,OGP,2014/05/01,2012.032 2012.040 2014.024,0
1361,Sudan - south,Sudan - south.,,,,,,,,,,OGP,OGP,1995/06/02,,1
1362,Asia - Brunei and East Malaysia,"Brunei - onshore and offshore; Malaysia - East Malaysia (Sabah; Sarawak) - onshore and offshore.",0.85,7.67,109.31,119.61,urn:ogc:def:extent-polygon:EPSG::1362,,,,,OGP,OGP,2014/05/01,2012.040 2014.024,0
1363,UAE - Abu Dhabi and Dubai - onshore,United Arab Emirates (UAE) - Abu Dhabi onshore and Dubai onshore.,22.63,25.34,51.55,56.03,urn:ogc:def:extent-polygon:EPSG::1363,,,,,OGP,OGP,2014/05/01,2007.010 2008.070 2012.047 2014.024,0
1364,Asia - Japan and Korea,"Japan - onshore; North Korea - onshore; South Korea - onshore.",20.37,45.54,122.83,154.05,urn:ogc:def:extent-polygon:EPSG::1364,,,,,OGP,OGP,2014/05/01,2012.050 2014.024,0
1365,Algeria - north of 32°N,Algeria - onshore north of 32°N.,31.99,37.14,-2.95,9.09,urn:ogc:def:extent-polygon:EPSG::1365,,,,,OGP,OGP,2014/05/01,2008.045 2012.049 2014.024,0
1366,"Africa - Algeria, Morocco and Tunisia","Algeria; Morocco; Tunisia.",18.98,37.34,-13.17,11.99,,,,,,OGP,OGP,2000/10/19,2011.004,1
1367,Canada - Ontario,Canada - Ontario.,41.67,56.9,-95.16,-74.35,urn:ogc:def:extent-polygon:EPSG::1367,,,,,OGP,OGP,2014/05/01,2011.068 2014.024,0
1368,Canada - Quebec,Canada - Quebec.,44.99,62.62,-79.85,-57.1,urn:ogc:def:extent-polygon:EPSG::1368,,,,,OGP,OGP,2014/05/01,2011.069 2014.024,0
1369,France - Alsace,France - Alsace.,47.42,49.07,6.84,8.23,urn:ogc:def:extent-polygon:EPSG::1369,,,,,OGP,OGP,2014/05/01,2011.095 2014.024,0
1370,Venezuela - Deltana,Venezuela - Deltana area.,7.89,10.46,-62.8,-59.8,urn:ogc:def:extent-polygon:EPSG::1370,,,,,OGP,OGP,2014/05/01,2011.037 2014.024,0
1371,Venezuela - Guarico state,Venezuela - Guarico state.,7.54,10.03,-68,-64.76,urn:ogc:def:extent-polygon:EPSG::1371,,,,,OGP,OGP,2014/05/01,2011.037 2014.024,0
1372,USA - Alabama,United States (USA) - Alabama.,30.14,35.02,-88.48,-84.89,urn:ogc:def:extent-polygon:EPSG::1372,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1373,USA - Arizona,United States (USA) - Arizona.,31.33,37.01,-114.81,-109.04,urn:ogc:def:extent-polygon:EPSG::1373,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1374,USA - Arkansas,United States (USA) - Arkansas.,33.01,36.5,-94.62,-89.64,urn:ogc:def:extent-polygon:EPSG::1374,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1375,USA - California,United States (USA) - California.,32.53,42.01,-124.45,-114.12,urn:ogc:def:extent-polygon:EPSG::1375,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1376,USA - Colorado,United States (USA) - Colorado.,36.98,41.01,-109.06,-102.03,urn:ogc:def:extent-polygon:EPSG::1376,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1377,USA - Connecticut,"United States (USA) - Connecticut - counties of Fairfield; Hartford; Litchfield; Middlesex; New Haven; New London; Tolland; Windham.",40.98,42.05,-73.73,-71.78,urn:ogc:def:extent-polygon:EPSG::1377,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1378,USA - Delaware,"United States (USA) - Delaware - counties of Kent; New Castle; Sussex.",38.44,39.85,-75.8,-74.97,urn:ogc:def:extent-polygon:EPSG::1378,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1379,USA - Florida,United States (USA) - Florida.,24.41,31.01,-87.63,-79.97,urn:ogc:def:extent-polygon:EPSG::1379,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1380,USA - Georgia,United States (USA) - Georgia.,30.36,35.01,-85.61,-80.77,urn:ogc:def:extent-polygon:EPSG::1380,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1381,USA - Idaho,United States (USA) - Idaho.,41.99,49.01,-117.24,-111.04,urn:ogc:def:extent-polygon:EPSG::1381,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1382,USA - Illinois,United States (USA) - Illinois.,36.98,42.51,-91.52,-87.02,urn:ogc:def:extent-polygon:EPSG::1382,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1383,USA - Indiana,United States (USA) - Indiana.,37.77,41.77,-88.11,-84.78,urn:ogc:def:extent-polygon:EPSG::1383,,,,,OGP,OGP,2014/05/01,2008.070 2012.060 2014.024,0
1384,USA - Iowa,United States (USA) - Iowa.,40.37,43.51,-96.65,-90.14,urn:ogc:def:extent-polygon:EPSG::1384,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1385,USA - Kansas,United States (USA) - Kansas.,36.98,40.01,-102.06,-94.6,urn:ogc:def:extent-polygon:EPSG::1385,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1386,USA - Kentucky,United States (USA) - Kentucky.,36.49,39.15,-89.57,-81.95,urn:ogc:def:extent-polygon:EPSG::1386,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1387,USA - Louisiana,United States (USA) - Louisiana.,28.85,33.03,-94.05,-88.75,urn:ogc:def:extent-polygon:EPSG::1387,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1388,USA - Maine,United States (USA) - Maine.,43.04,47.47,-71.09,-66.91,urn:ogc:def:extent-polygon:EPSG::1388,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1389,USA - Maryland,"United States (USA) - Maryland - counties of Allegany; Anne Arundel; Baltimore; Calvert; Caroline; Carroll; Cecil; Charles; Dorchester; Frederick; Garrett; Harford; Howard; Kent; Montgomery; Prince Georges; Queen Annes; Somerset; St Marys; Talbot; Washington; Wicomico; Worcester.",37.97,39.73,-79.49,-74.97,urn:ogc:def:extent-polygon:EPSG::1389,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1390,USA - Massachusetts,United States (USA) - Massachusetts.,41.19,42.89,-73.5,-69.86,urn:ogc:def:extent-polygon:EPSG::1390,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1391,USA - Michigan,United States (USA) - Michigan.,41.69,48.32,-90.41,-82.13,urn:ogc:def:extent-polygon:EPSG::1391,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1392,USA - Minnesota,United States (USA) - Minnesota.,43.49,49.38,-97.22,-89.49,urn:ogc:def:extent-polygon:EPSG::1392,,,,,OGP,OGP,2014/05/01,2008.070 2012.060 2014.024,0
1393,USA - Mississippi,United States (USA) - Mississippi.,30.01,35.01,-91.65,-88.09,urn:ogc:def:extent-polygon:EPSG::1393,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1394,USA - Missouri,United States (USA) - Missouri.,35.98,40.61,-95.77,-89.1,urn:ogc:def:extent-polygon:EPSG::1394,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1395,USA - Montana,"United States (USA) - Montana - counties of Beaverhead; Big Horn; Blaine; Broadwater; Carbon; Carter; Cascade; Chouteau; Custer; Daniels; Dawson; Deer Lodge; Fallon; Fergus; Flathead; Gallatin; Garfield; Glacier; Golden Valley; Granite; Hill; Jefferson; Judith Basin; Lake; Lewis and Clark; Liberty; Lincoln; Madison; McCone; Meagher; Mineral; Missoula; Musselshell; Park; Petroleum; Phillips; Pondera; Powder River; Powell; Prairie; Ravalli; Richland; Roosevelt; Rosebud; Sanders; Sheridan; Silver Bow; Stillwater; Sweet Grass; Teton; Toole; Treasure; Valley; Wheatland; Wibaux; Yellowstone.",44.35,49.01,-116.07,-104.04,urn:ogc:def:extent-polygon:EPSG::1395,,,,,OGP,OGP,2014/05/01,2008.070 2012.060 2014.024,0
1396,USA - Nebraska,"United States (USA) - Nebraska - counties of Adams; Antelope; Arthur; Banner; Blaine; Boone; Box Butte; Boyd; Brown; Buffalo; Burt; Butler; Cass; Cedar; Chase; Cherry; Cheyenne; Clay; Colfax; Cuming; Custer; Dakota; Dawes; Dawson; Deuel; Dixon; Dodge; Douglas; Dundy; Fillmore; Franklin; Frontier; Furnas; Gage; Garden; Garfield; Gosper; Grant; Greeley; Hall; Hamilton; Harlan; Hayes; Hitchcock; Holt; Hooker; Howard; Jefferson; Johnson; Kearney; Keith; Keya Paha; Kimball; Knox; Lancaster; Lincoln; Logan; Loup; Madison; McPherson; Merrick; Morrill; Nance; Nemaha; Nuckolls; Otoe; Pawnee; Perkins; Phelps; Pierce; Platte; Polk; Red Willow; Richardson; Rock; Saline; Sarpy; Saunders; Scotts Bluff; Seward; Sheridan; Sherman; Sioux; Stanton; Thayer; Thomas; Thurston; Valley; Washington; Wayne; Webster; Wheeler; York.",39.99,43.01,-104.06,-95.3,urn:ogc:def:extent-polygon:EPSG::1396,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1397,USA - Nevada,United States (USA) - Nevada.,34.99,42,-120,-114.03,urn:ogc:def:extent-polygon:EPSG::1397,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1398,USA - New Hampshire,"United States (USA) - New Hampshire - counties of Belknap; Carroll; Cheshire; Coos; Grafton; Hillsborough; Merrimack; Rockingham; Strafford; Sullivan.",42.69,45.31,-72.56,-70.63,urn:ogc:def:extent-polygon:EPSG::1398,,,,,OGP,OGP,2014/05/01,2008.070 2014.024,0
1399,USA - New Jersey,"United States (USA) - New Jersey - counties of Atlantic; Bergen; Burlington; Camden; Cape May; Cumberland; Essex; Gloucester; Hudson; Hunterdon; Mercer; Middlesex; Monmouth; Morris; Ocean; Passaic; Salem; Somerset; Sussex; Union; Warren.",38.87,41.36,-75.6,-73.88,urn:ogc:def:extent-polygon:EPSG::1399,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.024,0
1400,USA - New Mexico,United States (USA) - New Mexico.,31.33,37,-109.06,-102.99,urn:ogc:def:extent-polygon:EPSG::1400,,,,,OGP,OGP,2014/05/01,2008.070 2014.023,0
1401,USA - New York,United States (USA) - New York.,40.53,45.02,-79.77,-71.8,urn:ogc:def:extent-polygon:EPSG::1401,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.023,0
1402,USA - North Carolina,"United States (USA) - North Carolina - counties of Alamance; Alexander; Alleghany; Anson; Ashe; Avery; Beaufort; Bertie; Bladen; Brunswick; Buncombe; Burke; Cabarrus; Caldwell; Camden; Carteret; Caswell; Catawba; Chatham; Cherokee; Chowan; Clay; Cleveland; Columbus; Craven; Cumberland; Currituck; Dare; Davidson; Davie; Duplin; Durham; Edgecombe; Forsyth; Franklin; Gaston; Gates; Graham; Granville; Greene; Guilford; Halifax; Harnett; Haywood; Henderson; Hertford; Hoke; Hyde; Iredell; Jackson; Johnston; Jones; Lee; Lenoir; Lincoln; Macon; Madison; Martin; McDowell; Mecklenburg; Mitchell; Montgomery; Moore; Nash; New Hanover; Northampton; Onslow; Orange; Pamlico; Pasquotank; Pender; Perquimans; Person; Pitt; Polk; Randolph; Richmond; Robeson; Rockingham; Rowan; Rutherford; Sampson; Scotland; Stanly; Stokes; Surry; Swain; Transylvania; Tyrrell; Union; Vance; Wake; Warren; Washington; Watauga; Wayne; Wilkes; Wilson; Yadkin; Yancey.",33.83,36.59,-84.33,-75.38,urn:ogc:def:extent-polygon:EPSG::1402,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.023,0
1403,USA - North Dakota,United States (USA) - North Dakota.,45.93,49.01,-104.07,-96.55,urn:ogc:def:extent-polygon:EPSG::1403,,,,,OGP,OGP,2014/05/01,2008.070 2014.023,0
1404,USA - Ohio,United States (USA) - Ohio.,38.4,42.33,-84.82,-80.51,urn:ogc:def:extent-polygon:EPSG::1404,,,,,OGP,OGP,2014/05/01,2008.070 2014.023,0
1405,USA - Oklahoma,United States (USA) - Oklahoma.,33.62,37.01,-103,-94.42,urn:ogc:def:extent-polygon:EPSG::1405,,,,,OGP,OGP,2014/05/01,2008.070 2014.023,0
1406,USA - Oregon,United States (USA) - Oregon.,41.98,46.26,-124.6,-116.47,urn:ogc:def:extent-polygon:EPSG::1406,,,,,OGP,OGP,2014/05/01,2008.070 2011.069 2014.023,0
