"COORD_TRF_CODE","COORD_TRF_EPSG_NAME","COORD_TRF_EPSG_ABBR","COORD_TRF_USER_NAME","DESCRIPTION","AREA_OF_USE","COORD_TRF_METHOD_CODE","PARAMETER_1","PARAMETER_2","PARAMETER_3","PARAMETER_4","PARAMETER_5","PARAMETER_6","PARAMETER_7","UOM_LENGTH_CODE","UOM_ANGLE_CODE","PRIME_MERIDIAN_CODE","UOM_SCALE_CODE","PARAMETER_35","PARAMETER_36","PARAMETER_37","REVISION_DATE","INFORMATION_SOURCE","DATA_SOURCE","REMARKS","CHANGE_ID"
1312,NAD27 to NAD83 (3),,,,Canada,9614,9614,9614,9614,9614,9614,9614,9614,9614,9614,9614,9614,,,,1998-11-11 00:00:00,Geomatics Canada - Geodetic Survey Division.,EPSG,Superceded in 1997 by NTv2 (non-poly transformation code 1313).   Input expects longitudes to be positive west; GeogCS 4267 and 4269 have longitudes positive east.,
1313,NAD27 to NAD83 (4),,,,Canada,9615,9615,9615,9615,9615,9615,9615,9615,9615,9615,9615,9615,,,,1998-11-11 00:00:00,www.geod.emr.ca/html-public/GSDapps/English/NTv2_Fact_Sheet.html,EPSG,Supercedes  NTv1 (non-poly transformation code 1312).  Input expects longitudes to be positive west; GeogCS 4267 and 4269 have longitudes positive east.,
1314,OSGB 1936 to WGS 84 (Petroleum),,,,United Kingdom (UKCS) - Great Britain (GB) - England; Scotland; Wales; - North Sea.,9606,446.448,-125.157,542.06,0.15,0.247,0.842,-20.489,9001,9104,9104,9202,,,,1998-11-11 00:00:00,UK Offshore Operators Association.,EPSG,Accuracy better than 4m and generally better than 2m.  For a more accurate transformation contact the Ordnance Survey of Great Britain.,
1315,OSGB 1936 to ED50 (UKOOA),,,,United Kingdom (UKCS) - Great Britain (GB) - England; Scotland; Wales; - North Sea.,9606,535.948,-31.357,665.16,0.15,0.247,0.998,-21.689,9001,9104,9104,9202,,,,1998-11-11 00:00:00,UK Offshore Operators Association.,EPSG,This transformation is concatenated from OSGB36 to WGS 84 (Petroleum) (code 1314) minus ED50 to WGS 84 (Common Offshore) (code 1311).,
1316,Manoca to WGS 84 (1),,,,Cameroon,9603,-70.9,-151.8,-41.4,-41.4,-41.4,-41.4,-41.4,9001,9001,9001,9001,,,,1998-11-11 00:00:00,Stolt Comex Seaway and Geoid for Elf,EPSG,,
1317,Camacupa to WGS 72BE (1),,,,Angola - offshore,9603,-37.2,-370.6,-228.5,-228.5,-228.5,-228.5,-228.5,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Derived by Geophysical Services Inc. in 1979 from mean of Transit results at 7 stations.,
1318,Camacupa to WGS 84 (1),,,,Angola - offshore block 5,9603,-42.01,-332.21,-229.75,-229.75,-229.75,-229.75,-229.75,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Used by Conoco,
1319,Camacupa to WGS 84 (2),,,,Angola - offshore block 2,9603,-40.0,-354.0,-224.0,-224.0,-224.0,-224.0,-224.0,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Used by Texaco,
1320,Camacupa to WGS 84 (3),,,,Angola - offshore blocks 1 and 16,9606,-37.2,-370.6,-224.0,0.0,0.0,0.554,0.219,9001,9102,8901,9202,,,,1998-11-11 00:00:00,EPSG,EPSG,Used by Shell prior to 1994.  Superceded by Camacupa to WGS 84 (9).,
1321,Camacupa to WGS 84 (4),,,,Angola - offshore blocks 7 and 8,9603,-42.5,-342.5,-228.1,-228.1,-228.1,-228.1,-228.1,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Derived as mean of 123 Transit passes at station Cabo Ledo NE base in January 1989.  Used by Total for block 8. Used by Elf for block 7 up to December 1992 then superceded by Camacupa to WGS 84 (7).,
1322,Camacupa to WGS 84 (5),,,,Angola - offshore block 3,9603,-55.5,-348.0,-229.2,-229.2,-229.2,-229.2,-229.2,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Derived at station Djeno during coordination of platform PAL F2 in February 1992. Used by Elf for block 3 up to December 1992 then superceded by Camacupa to WGS 84 (7).,
1323,Camacupa to WGS 84 (6),,,,Angola - offshore block 7,9603,-43.0,-337.0,-233.0,-233.0,-233.0,-233.0,-233.0,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Derived at Luanda observatory December 1992.  Used by Elf for 1993 block 7 shallow water survey.,
1324,Camacupa to WGS 84 (7),,,,Angola - offshore blocks 3  7  15 and 17,9603,-48.0,-345.0,-231.0,-231.0,-231.0,-231.0,-231.0,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,"Derived at platform PAL F2 in December 1992.  Used by Elf for blocks 3, 7 and 17 between December 1992 and 1994 then superceded by Camacupa to WGS 84 (10).  Used by Exxon for block 15 since 1993.",
1325,Camacupa to WGS 84 (8),,,,Angola - offshore block 2,9603,-48.6,-345.1,-230.8,-230.8,-230.8,-230.8,-230.8,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Derived at platform PAL F2 in December 1992. Used by Total for block 2 between December 1992 and 1994 then superceded by Camacupa to WGS 84 (10).,
1326,Camacupa to WGS 84 (9),,,,Angola - offshore blocks 1 and 16,9606,-41.057,-374.564,-226.287,0.0,0.0,0.554,0.219,9001,9102,8901,9202,,,,1998-11-11 00:00:00,EPSG,EPSG,Used by Shell since 1994.  Supercedes Camacupa to WGS 84 (3).,
1327,Camacupa to WGS 84 (10),,,,Angola - offshore blocks 2  3 and 17,9603,-50.9,-347.6,-231.0,-231.0,-231.0,-231.0,-231.0,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Derived at platform PAL F2 in 1994 by Topnav using Doris.  Used by Elf in blocks 3 and 17 since 1994.  Used by Total in block 2 since 1994.,
1328,Malongo 1987 to Mhast (1),,,,Angola - Cabinda offshore,9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Malongo 1987 is an offshore extension of Mhast adopted by Chevron in 1987.,
1329,Mhast to WGS 84 (1),,,,Angola - Cabinda offshore,9603,-252.95,-4.11,-96.38,-96.38,-96.38,-96.38,-96.38,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,,
1330,Malongo 1987 to WGS 84 (1),,,,Angola - Cabinda offshore,9603,-252.95,-4.11,-96.38,-96.38,-96.38,-96.38,-96.38,9001,9001,9001,9001,,,,1998-11-11 00:00:00,EPSG,EPSG,Used by Chevron,
10101,Alabama CS27 East zone,Alabama East,,,United States (USA) - Alabama - Counties east of 86d 37m West.,9807,30.3,-85.5,-85.5,-85.5,0.99996,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10102,Alabama CS27 West zone,Alabama West,,,United States (USA) - Alabama - Counties east of 86d 37m West.,9807,30.0,-87.3,-87.3,-87.3,0.999933333,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10131,Alabama CS83 East zone,Alabama East,,,United States (USA) - Alabama - Counties east of 86d 37m West.,9807,30.3,-85.5,-85.5,-85.5,0.99996,200000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10132,Alabama CS83 West zone,Alabama West,,,United States (USA) - Alabama - Counties east of 86d 37m West.,9807,30.0,-87.3,-87.3,-87.3,0.999933333,600000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10201,Arizona Coordinate System  east zone,Arizona East,,,United States (USA) - Arizona - Apache; Cochise; Gila; Graham; Greenlee and Navajo counties; i.e. east of about 110d 45m West.,9807,31.0,-110.1,-110.1,-110.1,0.9999,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10202,Arizona Coordinate System Central zone,Arizona Central,,,United States (USA) - Arizona - Coconino; Maricopa; Pima; Pinal; Santa Cruz and Yavapai counties; i.e between about 110d 45m & 113d 20m west,9807,31.0,-111.55,-111.55,-111.55,0.9999,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10203,Arizona Coordinate System  west zone,Arizona West,,,United States (USA) - Arizona - La Paz; Mohave and Yuma counties; i.e west of about 113d 20m,9807,31.0,-113.45,-113.45,-113.45,0.999933333,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10231,Arizona CS83  east zone,Arizona  East,,,United States (USA) - Arizona - counties east of 110d 45m West,9807,31.0,-110.1,-110.1,-110.1,0.9999,213360.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,State law defines origin in International feet. FE = 700000ft.,95.30  96.29
10232,Arizona CS83 Central zone,Arizona Central,,,United States (USA) - Arizona - Coconino; Maricopa; Pima; Pinal; Santa Cruz and Yavapai counties; i.e between about 110d 45m & 113d 20m west,9807,31.0,-111.55,-111.55,-111.55,0.9999,213360.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,State law defines origin in International feet. FE = 700000ft.,95.30  96.29
10233,Arizona CS83  west zone,Arizona West,,,United States (USA) - Arizona - La Paz; Mohave and Yuma counties; i.e west of about 113d 20m,9807,31.0,-113.45,-113.45,-113.45,0.999933333,213360.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,State law defines origin in International feet. FE = 700000ft.,95.30  96.29
10301,Arkansas CS27 North,Arkansas North,,,United States (USA) - Arkansas - counties north of 34d 50m North.,9802,36.14,34.56,34.2,-92.0,-92.0,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10302,Arkansas CS27 South,Arkansas South,,,United States (USA) - Arkansas - counties south of 34d 50m North.,9802,34.46,33.18,32.4,-92.0,-92.0,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10331,Arkansas CS83 North zone,Arkansas North,,,United States (USA) - Arkansas - counties north of 34d 50m North.,9802,36.14,34.56,34.2,-92.0,-92.0,400000.0,0.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10332,Arkansas CS83 South zone,Arkansas South,,,United States (USA) - Arkansas - counties south of 34d 50m North.,9802,34.46,33.18,32.4,-92.0,-92.0,400000.0,400000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10401,California CS27 zone I,California zone I,,,United States (USA) - California - counties north of 40deg North.,9802,41.4,40.0,39.2,-122.0,-122.0,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10402,California CS27 zone II,California zone II,,,United States (USA) - California - counties between 40d & 38d 15m North.,9802,39.5,38.2,37.4,-122.0,-122.0,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10403,California CS27 zone III,California zone III,,,United States (USA) - California - counties between 38d 15m & 37d North.,9802,38.26,37.04,36.3,-120.3,-120.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10404,California CS27 zone IV,California zone IV,,,United States (USA) - California - counties between 37d & 35d 30m North.,9802,37.15,36.0,35.2,-119.0,-119.0,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10405,California CS27 zone V,California zone V,,,United States (USA) - California - counties between 35d 50m & 34d North.,9802,35.28,34.02,33.3,-118.0,-118.0,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10406,California CS27 zone VI,California zone VI,,,United States (USA) - California - counties south of 34deg North.,9802,33.53,32.47,32.1,-116.15,-116.15,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10407,California CS27 zone VII,California zone VII,,,United States (USA) - California - Los Angeles.,9802,34.25,33.52,34.08,-118.2,-118.2,4186692.58,416926.74,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10431,California CS83 zone 1,California zone 1,,,United States (USA) - California - counties north of 40deg North.,9802,41.4,40.0,39.2,-122.0,-122.0,2000000.0,500000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10432,California CS83 zone 2,California zone 2,,,United States (USA) - California - counties between 40d & 38d 15m North.,9802,39.5,38.2,37.4,-122.0,-122.0,2000000.0,500000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10433,California CS83 zone 3,California zone 3,,,United States (USA) - California - counties between 38d 15m & 37d North.,9802,38.26,37.04,36.3,-120.3,-120.3,2000000.0,500000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10434,California CS83 zone 4,California zone 4,,,United States (USA) - California - counties between 37d & 35d 30m North.,9802,37.15,36.0,35.2,-119.0,-119.0,2000000.0,500000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10435,California CS83 zone 5,California zone 5,,,United States (USA) - California - counties between 35d 50m & 34d North.,9802,35.28,34.02,33.3,-118.0,-118.0,2000000.0,500000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10436,California CS83 zone 6,California zone 6,,,United States (USA) - California - counties south of 34deg North.,9802,33.53,32.47,32.1,-116.15,-116.15,2000000.0,500000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10501,Colorado CS27 North zone,Colorado North,,,United States (USA) - Colorado - counties north of 39d 50m North.,9802,39.43,40.47,39.2,-105.3,-105.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10502,Colorado CS27 Central zone,Colorado Central,,,United States (USA) - Colorado - counties between 39d 50m & 38d 30m North.,9802,39.45,38.27,37.5,-105.3,-105.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10503,Colorado CS27 South zone,Colorado South,,,United States (USA) - Colorado - counties south of 38d 30m North.,9802,38.26,37.14,36.4,-105.3,-105.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10531,Colorado CS83 North zone,Colorado North,,,United States (USA) - Colorado - counties north of 39d 50m North.,9802,40.47,39.43,39.2,-105.3,-105.3,914401.8289,304800.6096,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10532,Colorado CS83 Central zone,Colorado Central,,,United States (USA) - Colorado - counties between 39d 50m & 38d 30m North.,9802,39.45,38.27,37.5,-105.3,-105.3,914401.8289,304800.6096,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10533,Colorado CS83 South zone,Colorado South,,,United States (USA) - Colorado - counties south of 38d 30m North.,9802,38.26,37.14,36.4,-105.3,-105.3,914401.8289,304800.6096,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10600,Connecticut CS27,Connecticut,,,United States (USA) - Connecticut.,9802,41.52,41.12,40.5,-72.45,-72.45,600000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10630,Connecticut CS83,Connecticut,,,United States (USA) - Connecticut.,9802,41.52,41.12,40.5,-72.45,-72.45,304800.6096,152400.3048,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10700,Delaware CS27,Delaware,,,United States (USA) - Delaware.,9807,38.0,-75.25,-75.25,-75.25,0.999995,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10730,Delaware CS83,Delaware,,,United States (USA) - Delaware.,9807,38.0,-75.25,-75.25,-75.25,0.999995,200000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10901,Florida CS27 East zone,Florida East,,,United States (USA) - Florida - counties east of 81d 45m West.,9807,24.2,-81.0,-81.0,-81.0,0.999941177,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10902,Florida CS27 West zone,Florida West,,,United States (USA) - Florida - counties west of 81d 45m West & south of 29d 30m North.,9807,24.2,-82.0,-82.0,-82.0,0.999941177,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10903,Florida CS27 North zone,Florida North,,,United States (USA) - Florida - north of 29d 30m North & west of 82d West.,9802,30.45,29.35,29.0,-84.3,-84.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
10931,Florida CS83 East zone,Florida  East,,,United States (USA) - Florida - counties east of 81d 45m West.,9807,24.2,-81.0,-81.0,-81.0,0.999941177,200000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10932,Florida CS83 West zone,Florida  West,,,United States (USA) - Florida - counties west of 81d 45m West & south of 29d 30m North.,9807,24.2,-82.0,-82.0,-82.0,0.999941177,200000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
10933,Florida CS83 North zone,Florida North,,,United States (USA) - Florida - north of 29d 30m North & west of 82d West.,9802,30.45,29.35,29.0,-84.3,-84.3,600000.0,0.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11001,Georgia CS27 East zone,Georgia East,,,United States (USA) - Georgia - counties east of 83d 15m West.,9807,30.0,-82.1,-82.1,-82.1,0.9999,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11002,Georgia CS27 West zone,Georgia West,,,United States (USA) - Georgia - counties west of 83d 15m West.,9807,30.0,-84.1,-84.1,-84.1,0.9999,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11031,Georgia CS83 East zone,Georgia  East,,,United States (USA) - Georgia - counties east of 83d 15m West.,9807,30.0,-82.1,-82.1,-82.1,0.9999,200000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11032,Georgia CS83 West zone,Georgia West,,,United States (USA) - Georgia - counties west of 83d 15m West.,9807,30.0,-84.1,-84.1,-84.1,0.9999,700000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11101,Idaho CS27 East zone,Idaho East,,,United States (USA) - Idaho - counties east of 113d West.,9807,41.4,-112.1,-112.1,-112.1,0.999947368,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11102,Idaho CS27 Central zone,Idaho Central,,,United States (USA) - Idaho - counties between 113d & 115d West.,9807,41.4,-114.0,-114.0,-114.0,0.999947368,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11103,Idaho CS27 West zone,Idaho West,,,United States (USA) - Idaho - counties west of 115d West.,9807,41.4,-115.45,-115.45,-115.45,0.999933333,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11131,Idaho CS83 East zone,Idaho  East,,,United States (USA) - Idaho - counties east of 113d West.,9807,41.4,-112.1,-112.1,-112.1,0.999947368,200000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11132,Idaho CS83 Central zone,Idaho  Central,,,United States (USA) - Idaho - counties between 113d & 115d West.,9807,41.4,-114.0,-114.0,-114.0,0.999947368,500000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11133,Idaho CS83 West zone,Idaho  West,,,United States (USA) - Idaho - counties west of 115d West.,9807,41.4,-115.45,-115.45,-115.45,0.999933333,800000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11201,Illinois CS27 East zone,Illinois East,,,United States (USA) - Illinois - counties east of 89d 05m West.,9807,36.4,-88.2,-88.2,-88.2,0.999975,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11202,Illinois CS27 West zone,Illinois West,,,United States (USA) - Illinois - counties west of 89d 05m West.,9807,36.4,-90.1,-90.1,-90.1,0.999941177,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11231,Illinois CS83 East zone,Illinois  East,,,United States (USA) - Illinois - counties east of 89d 05m West.,9807,36.4,-88.2,-88.2,-88.2,0.999975,300000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11232,Illinois CS83 West zone,Illinois  West,,,United States (USA) - Illinois - counties west of 89d 05m West.,9807,36.4,-90.1,-90.1,-90.1,0.999941177,700000.0,0.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11301,Indiana CS27 East zone,Indiana East,,,United States (USA) - Indiana - counties east of 86d 25m West.,9807,37.3,-85.4,-85.4,-85.4,0.999966667,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11302,Indiana CS27 West zone,Indiana West,,,United States (USA) - Indiana - counties west of 86d 25m West.,9807,37.3,-87.05,-87.05,-87.05,0.999966667,500000.0,0.0,9003,9110,8901,8901,,,,1995-12-02 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11331,Indiana CS83 East zone,Indiana  East,,,United States (USA) - Indiana - counties east of 86d 25m West.,9807,37.3,-85.4,-85.4,-85.4,0.999966667,100000.0,250000.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11332,Indiana CS83 West zone,Indiana  West,,,United States (USA) - Indiana - counties west of 86d 25m West.,9807,37.3,-87.05,-87.05,-87.05,0.999966667,900000.0,250000.0,9001,9110,8901,8901,,,,1995-12-02 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11401,Iowa CS27 North zone,Iowa North,,,United States (USA) - Iowa - counties north of 42deg North.,9802,43.16,42.04,41.3,-93.3,-93.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11402,Iowa CS27 South zone,Iowa South,,,United States (USA) - Iowa - counties south of 42deg North.,9802,41.47,40.37,40.0,-93.3,-93.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11431,Iowa CS83 North zone,Iowa North,,,United States (USA) - Iowa - counties north of 42deg North.,9802,43.16,42.04,41.3,-93.3,-93.3,1500000.0,1000000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11432,Iowa CS83 South zone,Iowa South,,,United States (USA) - Iowa - counties south of 42deg North.,9802,41.47,40.37,40.0,-93.3,-93.3,500000.0,0.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11501,Kansas CS27 North zone,Kansas North,,,United States (USA) - Kansas - counties north of 38d 45m North.,9802,39.47,38.43,38.2,-98.0,-98.0,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11502,Kansas CS27 South zone,Kansas South,,,United States (USA) - Kansas - counties south of 38d 45m North.,9802,38.34,37.16,36.4,-98.3,-98.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11531,Kansas CS83 North zone,Kansas North,,,United States (USA) - Kansas - counties north of 38d 45m North.,9802,39.47,38.43,38.2,-98.0,-98.0,400000.0,0.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11532,Kansas CS83 South zone,Kansas South,,,United States (USA) - Kansas - counties south of 38d 45m North.,9802,38.34,37.16,36.4,-98.3,-98.3,400000.0,400000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11601,Kentucky CS27 North zone,Kentucky North,,,United States (USA) - Kentucky - counties north of 37d 55m North.,9802,37.58,38.58,37.3,-84.15,-84.15,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11602,Kentucky CS27 South zone,Kentucky South,,,United States (USA) - Kentucky - counties south of 37d 55m North.,9802,36.44,37.56,36.2,-85.45,-85.45,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11631,Kentucky CS83 North zone,Kentucky North,,,United States (USA) - Kentucky - counties north of 37d 55m North.,9802,38.58,37.58,37.3,-84.15,-84.15,500000.0,0.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11632,Kentucky CS83 South zone,Kentucky South,,,United States (USA) - Kentucky - counties south of 37d 55m North.,9802,37.56,36.44,36.2,-85.45,-85.45,500000.0,500000.0,9001,9110,8901,8901,,,,1996-09-12 00:00:00,NOAA manual NOS NGS 5,EPSG,,95.30  96.29
11701,Louisiana CS27 North zone,Louisiana North,,,United States (USA) - Louisiana - counties north of 30d 55m North.,9802,31.1,32.4,30.4,-92.3,-92.3,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
11702,Louisiana CS27 South zone,Louisiana South,,,United States (USA) - Louisiana - counties south of 30d 55m North. Also Gulf of Mexico LA shelf.,9802,29.18,30.42,28.4,-91.2,-91.2,2000000.0,0.0,9003,9110,8901,8901,,,,1996-09-12 00:00:00,USGS Professional Paper #1395,EPSG,,95.30  96.29
