"COORD_OP_CODE","COORD_OP_METHOD_CODE","PARAMETER_CODE","PARAMETER_VALUE","PARAM_VALUE_FILE_REF","UOM_CODE"
1537,9603,8606,834.74,,9001
1537,9603,8607,293.8,,9001
1538,9603,8605,-260.1,,9001
1538,9603,8606,5.5,,9001
1538,9603,8607,432.2,,9001
1539,9603,8605,-76.0,,9001
1539,9603,8606,-138.0,,9001
1539,9603,8607,67.0,,9001
1540,9603,8605,0.0,,9001
1540,9603,8606,0.0,,9001
1540,9603,8607,0.0,,9001
1541,9603,8605,199.0,,9001
1541,9603,8606,931.0,,9001
1541,9603,8607,317.0,,9001
1542,9603,8605,198.0,,9001
1542,9603,8606,881.0,,9001
1542,9603,8607,317.0,,9001
1543,9603,8605,182.0,,9001
1543,9603,8606,915.0,,9001
1543,9603,8607,344.0,,9001
1544,9603,8605,-17.51,,9001
1544,9603,8606,-108.32,,9001
1544,9603,8607,-62.39,,9001
1545,9603,8605,-121.8,,9001
1545,9603,8606,98.1,,9001
1545,9603,8607,-15.2,,9001
1546,9603,8605,-146.21,,9001
1546,9603,8606,112.63,,9001
1546,9603,8607,4.05,,9001
1547,9603,8605,-173.0,,9001
1547,9603,8606,253.0,,9001
1547,9603,8607,27.0,,9001
1548,9603,8605,-66.87,,9001
1548,9603,8606,4.37,,9001
1548,9603,8607,-38.52,,9001
1549,9603,8605,-158.0,,9001
1549,9603,8606,315.0,,9001
1549,9603,8607,-148.0,,9001
1550,9603,8605,-139.62,,9001
1550,9603,8606,290.53,,9001
1550,9603,8607,-150.29,,9001
1551,9603,8605,-141.15,,9001
1551,9603,8606,293.44,,9001
1551,9603,8607,-150.56,,9001
1552,9603,8605,-142.48,,9001
1552,9603,8606,296.03,,9001
1552,9603,8607,-149.74,,9001
1553,9613,8657,,ilhpgn.las,
1553,9613,8658,,ilhpgn.los,
1554,9613,8657,,njhpgn.las,
1554,9613,8658,,njhpgn.los,
1555,9603,8605,-0.465,,9001
1555,9603,8606,372.095,,9001
1555,9603,8607,171.736,,9001
1556,9603,8605,-2.0,,9001
1556,9603,8606,374.0,,9001
1556,9603,8607,172.0,,9001
1557,9603,8605,-254.1,,9001
1557,9603,8606,-5.4,,9001
1557,9603,8607,-100.3,,9001
1558,9603,8605,0.0,,9001
1558,9603,8606,0.0,,9001
1558,9603,8607,0.0,,9001
1559,9615,8656,,wa_0400.gsb,
1560,9603,8605,-156.5,,9001
1560,9603,8606,-87.2,,9001
1560,9603,8607,285.9,,9001
1561,9603,8605,-128.0,,9001
1561,9603,8606,-283.0,,9001
1561,9603,8607,22.0,,9001
1562,9603,8605,-128.16,,9001
1562,9603,8606,-282.42,,9001
1562,9603,8607,21.93,,9001
1563,9603,8605,-128.033,,9001
1563,9603,8606,-283.697,,9001
1563,9603,8607,21.052,,9001
1564,9607,8605,59.47,,9001
1564,9607,8606,-5.04,,9001
1564,9607,8607,187.44,,9001
1564,9607,8608,-0.47,,9104
1564,9607,8609,0.1,,9104
1564,9607,8610,-1.024,,9104
1564,9607,8611,-4.5993,,9202
1565,9603,8605,0.0,,9001
1565,9603,8606,0.0,,9001
1565,9603,8607,0.0,,9001
1566,9603,8605,54.4,,9001
1566,9603,8606,-20.1,,9001
1566,9603,8607,183.1,,9001
1567,9607,8605,59.47,,9001
1567,9607,8606,-5.04,,9001
1567,9607,8607,187.44,,9001
1567,9607,8608,-0.47,,9104
1567,9607,8609,0.1,,9104
1567,9607,8610,1.024,,9104
1567,9607,8611,-4.5993,,9202
1568,9615,8656,,nzgd2kgrid0005.gsb,
1569,9603,8605,-199.0,,9001
1569,9603,8606,32.0,,9001
1569,9603,8607,322.0,,9001
1570,9603,8605,-171.16,,9001
1570,9603,8606,17.29,,9001
1570,9603,8607,323.31,,9001
1571,9607,8605,565.04,,9001
1571,9607,8606,49.91,,9001
1571,9607,8607,465.84,,9001
1571,9607,8608,1.9848,,9109
1571,9607,8609,-1.7439,,9109
1571,9607,8610,9.0587,,9109
1571,9607,8611,4.0772,,9202
1572,9615,8656,,NAD83-98.gsb,
1573,9615,8656,,QUE27-83.gsb,
1574,9615,8656,,QUE27-98.gsb,
1575,9615,8656,,CGQ77-83.gsb,
1576,9615,8656,,CGQ77-98.gsb,
1577,9603,8605,-115.0,,9001
1577,9603,8606,118.0,,9001
1577,9603,8607,426.0,,9001
1578,9613,8657,,wshpgn.las,
1578,9613,8658,,wshpgn.los,
1579,9613,8657,,eshpgn.las,
1579,9613,8658,,eshpgn.los,
1580,9603,8605,0.0,,9001
1580,9603,8606,0.0,,9001
1580,9603,8607,0.0,,9001
1581,9603,8605,0.0,,9001
1581,9603,8606,0.0,,9001
1581,9603,8607,0.0,,9001
1582,9603,8605,-259.73,,9001
1582,9603,8606,173.12,,9001
1582,9603,8607,-398.27,,9001
1583,9603,8605,-307.7,,9001
1583,9603,8606,265.3,,9001
1583,9603,8607,-363.5,,9001
1584,9603,8605,-174.6,,9001
1584,9603,8606,-3.1,,9001
1584,9603,8607,236.2,,9001
1585,9603,8605,-177.5,,9001
1585,9603,8606,14.1,,9001
1585,9603,8607,237.6,,9001
1586,9606,8605,-175.09,,9001
1586,9606,8606,1.218,,9001
1586,9606,8607,238.831,,9001
1586,9606,8608,-0.047,,9104
1586,9606,8609,0.019,,9104
1586,9606,8610,0.808,,9104
1586,9606,8611,0.1698,,9202
1587,9603,8605,-191.77,,9001
1587,9603,8606,15.01,,9001
1587,9603,8607,235.07,,9001
1588,9606,8605,-116.641,,9001
1588,9606,8606,-56.931,,9001
1588,9606,8607,-110.559,,9001
1588,9606,8608,4.327,,9109
1588,9606,8609,4.464,,9109
1588,9606,8610,-4.444,,9109
1588,9606,8611,-3.52,,9202
1589,9620,8659,1588.0,,
1589,9620,8660,8570.0,,
1589,9620,8661,,ED50 to ETRF89 (1),
1589,9620,8662,,ED50 to ETRF89 (2),
1590,9620,8659,8569.0,,
1590,9620,8660,8046.0,,
1590,9620,8661,,ED50 to WGS 84 (21),
1590,9620,8662,,ED50 to WGS 84 (14),
1591,9603,8605,0.0,,9001
1591,9603,8606,0.0,,9001
1591,9603,8607,0.0,,9001
1592,9603,8605,-678.0,,9001
1592,9603,8606,670.0,,9001
1592,9603,8607,-48.0,,9001
1593,9615,8656,,wa_0700.gsb,
1594,9607,8605,-120.271,,9001
1594,9607,8606,-64.543,,9001
1594,9607,8607,161.632,,9001
1594,9607,8608,-0.217,,9104
1594,9607,8609,0.067,,9104
1594,9607,8610,0.129,,9104
1594,9607,8611,2.499,,9202
1595,9607,8605,-124.133,,9001
1595,9607,8606,-42.003,,9001
1595,9607,8607,137.4,,9001
1595,9607,8608,0.008,,9104
1595,9607,8609,-0.557,,9104
1595,9607,8610,-0.178,,9104
1595,9607,8611,-1.854,,9202
1596,9615,8656,,SEAust_21_06_00.gsb,
1597,9603,8605,304.5,,9001
1597,9603,8606,306.5,,9001
1597,9603,8607,-318.1,,9001
1598,9603,8605,0.0,,9001
1598,9603,8606,0.0,,9001
1598,9603,8607,0.0,,9001
1599,9615,8656,,PE7783V2.gsb,
1600,9615,8656,,SK27-98.gsb,
1601,9615,8656,,SK83-98.gsb,
1602,9615,8656,,AB_CSRS.DAC,
1603,9634,8665,,TRNB2777.DAT,
1604,9634,8665,,TRNS2777.DAT,
1605,9634,8665,,TRPE2777.DAT,
1606,9634,8665,,TRNB2777.DAT,
1607,9634,8665,,TRNS2777.DAT,
1608,9634,8665,,TRPE2777.DAT,
1609,9607,8605,-99.059,,9001
1609,9607,8606,53.322,,9001
1609,9607,8607,-112.486,,9001
1609,9607,8608,-0.419,,9104
1609,9607,8609,0.83,,9104
1609,9607,8610,-1.885,,9104
1609,9607,8611,0.999999,,9201
1610,9603,8605,-125.8,,9001
1610,9603,8606,79.9,,9001
1610,9603,8607,-100.5,,9001
1611,9603,8605,0.0,,9001
1611,9603,8606,0.0,,9001
1611,9603,8607,0.0,,9001
1612,9606,8605,-116.641,,9001
1612,9606,8606,-56.931,,9001
1612,9606,8607,-110.559,,9001
1612,9606,8608,0.893,,9104
1612,9606,8609,0.921,,9104
1612,9606,8610,-0.917,,9104
1612,9606,8611,-3.52,,9202
1613,9606,8605,-90.365,,9001
1613,9606,8606,-101.13,,9001
1613,9606,8607,-123.384,,9001
1613,9606,8608,0.333,,9104
1613,9606,8609,0.077,,9104
1613,9606,8610,0.894,,9104
1613,9606,8611,1.994,,9202
1614,9603,8605,-88.0,,9001
1614,9603,8606,4.0,,9001
1614,9603,8607,101.0,,9001
1615,9603,8605,-726.282,,9001
1615,9603,8606,703.611,,9001
1615,9603,8607,-48.999,,9001
1616,9606,8605,-182.046,,9001
1616,9606,8606,-225.604,,9001
1616,9606,8607,168.884,,9001
1616,9606,8608,-0.616,,9104
1616,9606,8609,-1.655,,9104
1616,9606,8610,7.824,,9104
1616,9606,8611,16.641,,9202
1617,9606,8605,-191.808,,9001
1617,9606,8606,-250.512,,9001
1617,9606,8607,167.861,,9001
1617,9606,8608,-0.792,,9104
1617,9606,8609,-1.653,,9104
1617,9606,8610,8.558,,9104
1617,9606,8611,20.703,,9202
1618,9606,8605,577.326,,9001
1618,9606,8606,90.129,,9001
1618,9606,8607,463.919,,9001
1618,9606,8608,5.137,,9104
1618,9606,8609,1.474,,9104
1618,9606,8610,5.297,,9104
1618,9606,8611,2.4232,,9202
1619,9606,8605,577.3,,9001
1619,9606,8606,90.1,,9001
1619,9606,8607,463.9,,9001
1619,9606,8608,5.137,,9104
1619,9606,8609,1.474,,9104
1619,9606,8610,5.297,,9104
1619,9606,8611,2.42,,9202
1620,9606,8605,551.7,,9001
1620,9606,8606,162.9,,9001
1620,9606,8607,467.9,,9001
1620,9606,8608,6.04,,9104
1620,9606,8609,1.96,,9104
1620,9606,8610,-11.38,,9104
1620,9606,8611,-4.82,,9202
1621,9606,8605,551.7,,9001
1621,9606,8606,162.9,,9001
1621,9606,8607,467.9,,9001
1621,9606,8608,6.04,,9104
1621,9606,8609,1.96,,9104
1621,9606,8610,-11.38,,9104
1621,9606,8611,-4.82,,9202
1622,9606,8605,570.8,,9001
1622,9606,8606,85.7,,9001
1622,9606,8607,462.8,,9001
1622,9606,8608,4.998,,9104
1622,9606,8609,1.587,,9104
1622,9606,8610,5.261,,9104
1622,9606,8611,3.56,,9202
1623,9606,8605,570.8,,9001
1623,9606,8606,85.7,,9001
1623,9606,8607,462.8,,9001
1623,9606,8608,4.998,,9104
1623,9606,8609,1.587,,9104
1623,9606,8610,5.261,,9104
1623,9606,8611,3.56,,9202
1624,9606,8605,559.0,,9001
1624,9606,8606,68.7,,9001
1624,9606,8607,451.5,,9001
1624,9606,8608,7.92,,9104
1624,9606,8609,4.073,,9104
1624,9606,8610,4.251,,9104
1624,9606,8611,5.71,,9202
1625,9606,8605,559.0,,9001
1625,9606,8606,68.7,,9001
1625,9606,8607,451.5,,9001
1625,9606,8608,7.92,,9104
1625,9606,8609,4.073,,9104
1625,9606,8610,4.251,,9104
1625,9606,8611,5.71,,9202
1626,9606,8605,-81.1,,9001
1626,9606,8606,-89.4,,9001
1626,9606,8607,-115.8,,9001
1626,9606,8608,0.485,,9104
1626,9606,8609,0.024,,9104
1626,9606,8610,0.413,,9104
1626,9606,8611,-0.54,,9202
1627,9606,8605,-81.1,,9001
1627,9606,8606,-89.4,,9001
1627,9606,8607,-115.8,,9001
1627,9606,8608,0.485,,9104
1627,9606,8609,0.024,,9104
1627,9606,8610,0.413,,9104
1627,9606,8611,-0.54,,9202
1628,9603,8605,-116.8,,9001
1628,9603,8606,-106.4,,9001
1628,9603,8607,-154.4,,9001
1629,9603,8605,-116.8,,9001
1629,9603,8606,-106.4,,9001
1629,9603,8607,-154.4,,9001
1630,9606,8605,-181.5,,9001
1630,9606,8606,-90.3,,9001
1630,9606,8607,-187.2,,9001
1630,9606,8608,0.144,,9104
1630,9606,8609,0.492,,9104
1630,9606,8610,-0.394,,9104
1630,9606,8611,17.57,,9202
1631,9606,8605,-181.5,,9001
1631,9606,8606,-90.3,,9001
1631,9606,8607,-187.2,,9001
1631,9606,8608,0.144,,9104
1631,9606,8609,0.492,,9104
1631,9606,8610,-0.394,,9104
1631,9606,8611,17.57,,9202
1632,9606,8605,-131.0,,9001
1632,9606,8606,-100.3,,9001
1632,9606,8607,-163.4,,9001
1632,9606,8608,-1.244,,9104
1632,9606,8609,-0.02,,9104
1632,9606,8610,-1.144,,9104
1632,9606,8611,9.39,,9202
1633,9606,8605,-131.0,,9001
1633,9606,8606,-100.3,,9001
1633,9606,8607,-163.4,,9001
1633,9606,8608,-1.244,,9104
1633,9606,8609,-0.02,,9104
1633,9606,8610,-1.144,,9104
1633,9606,8611,9.39,,9202
1634,9606,8605,-178.4,,9001
1634,9606,8606,-83.2,,9001
1634,9606,8607,-221.3,,9001
1634,9606,8608,0.54,,9104
1634,9606,8609,-0.532,,9104
1634,9606,8610,-0.126,,9104
1634,9606,8611,21.2,,9202
1635,9606,8605,-178.4,,9001
1635,9606,8606,-83.2,,9001
1635,9606,8607,-221.3,,9001
1635,9606,8608,0.54,,9104
1635,9606,8609,-0.532,,9104
1635,9606,8610,-0.126,,9104
1635,9606,8611,21.2,,9202
1638,9606,8605,-90.7,,9001
1638,9606,8606,-106.1,,9001
1638,9606,8607,-119.2,,9001
1638,9606,8608,4.09,,9104
1638,9606,8609,0.218,,9104
1638,9606,8610,-1.05,,9104
1638,9606,8611,1.37,,9202
1639,9606,8605,-90.7,,9001
1639,9606,8606,-106.1,,9001
1639,9606,8607,-119.2,,9001
1639,9606,8608,4.09,,9104
1639,9606,8609,0.218,,9104
1639,9606,8610,-1.05,,9104
1639,9606,8611,1.37,,9202
1640,9606,8605,482.5,,9001
1640,9606,8606,-130.6,,9001
1640,9606,8607,564.6,,9001
1640,9606,8608,-1.042,,9104
1640,9606,8609,-0.214,,9104
1640,9606,8610,-0.631,,9104
1640,9606,8611,8.15,,9202
1641,9606,8605,482.5,,9001
1641,9606,8606,-130.6,,9001
1641,9606,8607,564.6,,9001
1641,9606,8608,-1.042,,9104
1641,9606,8609,-0.214,,9104
1641,9606,8610,-0.631,,9104
1641,9606,8611,8.15,,9202
1642,9606,8605,-193.0,,9001
1642,9606,8606,13.7,,9001
1642,9606,8607,-39.3,,9001
1642,9606,8608,-0.41,,9104
1642,9606,8609,-2.933,,9104
1642,9606,8610,2.688,,9104
1642,9606,8611,0.43,,9202
1643,9606,8605,-193.0,,9001
1643,9606,8606,13.7,,9001
1643,9606,8607,-39.3,,9001
1643,9606,8608,-0.41,,9104
1643,9606,8609,-2.933,,9104
1643,9606,8610,2.688,,9104
1643,9606,8611,0.43,,9202
1644,9606,8605,33.4,,9001
1644,9606,8606,-146.6,,9001
1644,9606,8607,-76.3,,9001
1644,9606,8608,-0.359,,9104
1644,9606,8609,-0.053,,9104
1644,9606,8610,0.844,,9104
1644,9606,8611,-0.84,,9202
1645,9606,8605,33.4,,9001
1645,9606,8606,-146.6,,9001
1645,9606,8607,-76.3,,9001
1645,9606,8608,-0.359,,9104
1645,9606,8609,-0.053,,9104
1645,9606,8610,0.844,,9104
1645,9606,8611,-0.84,,9202
1646,9603,8605,674.4,,9001
1646,9603,8606,15.1,,9001
1646,9603,8607,405.3,,9001
1647,9603,8605,674.374,,9001
1647,9603,8606,15.056,,9001
1647,9603,8607,405.346,,9001
1648,9603,8605,0.0,,9001
1648,9603,8606,0.0,,9001
1648,9603,8607,0.0,,9001
1649,9603,8605,0.0,,9001
1649,9603,8606,0.0,,9001
1649,9603,8607,0.0,,9001
1650,9603,8605,-84.0,,9001
1650,9603,8606,-97.0,,9001
1650,9603,8607,-117.0,,9001
1651,9603,8605,-168.0,,9001
1651,9603,8606,-60.0,,9001
1651,9603,8607,320.0,,9001
1652,9606,8605,-99.1,,9001
1652,9606,8606,53.3,,9001
1652,9606,8607,-112.5,,9001
1652,9606,8608,0.419,,9104
1652,9606,8609,-0.83,,9104
1652,9606,8610,1.885,,9104
1652,9606,8611,-1.0,,9202
1653,9606,8605,278.3,,9001
1653,9606,8606,93.0,,9001
1653,9606,8607,474.5,,9001
1653,9606,8608,7.889,,9104
1653,9606,8609,0.05,,9104
1653,9606,8610,-6.61,,9104
1653,9606,8611,6.21,,9202
1654,9606,8605,278.3,,9001
1654,9606,8606,93.0,,9001
1654,9606,8607,474.5,,9001
1654,9606,8608,7.889,,9104
1654,9606,8609,0.05,,9104
1654,9606,8610,-6.61,,9104
1654,9606,8611,6.21,,9202
1655,9606,8605,-280.9,,9001
1655,9606,8606,-89.8,,9001
1655,9606,8607,130.2,,9001
1655,9606,8608,-1.721,,9104
1655,9606,8609,0.355,,9104
1655,9606,8610,-0.371,,9104
1655,9606,8611,-5.92,,9202
1656,9606,8605,-280.9,,9001
1656,9606,8606,-89.8,,9001
1656,9606,8607,130.2,,9001
1656,9606,8608,-1.721,,9104
1656,9606,8609,0.355,,9104
1656,9606,8610,-0.371,,9104
1656,9606,8611,-5.92,,9202
1657,9606,8605,-238.2,,9001
1657,9606,8606,85.2,,9001
1657,9606,8607,29.9,,9001
1657,9606,8608,0.166,,9104
1657,9606,8609,0.046,,9104
1657,9606,8610,1.248,,9104
1657,9606,8611,2.03,,9202
1658,9606,8605,-238.2,,9001
1658,9606,8606,85.2,,9001
1658,9606,8607,29.9,,9001
1658,9606,8608,0.166,,9104
1658,9606,8609,0.046,,9104
1658,9606,8610,1.248,,9104
1658,9606,8611,2.03,,9202
1659,9606,8605,-104.1,,9001
1659,9606,8606,-49.1,,9001
1659,9606,8607,-9.9,,9001
1659,9606,8608,0.971,,9104
1659,9606,8609,-2.917,,9104
1659,9606,8610,0.714,,9104
1659,9606,8611,-11.68,,9202
1660,9606,8605,-104.1,,9001
1660,9606,8606,-49.1,,9001
1660,9606,8607,-9.9,,9001
1660,9606,8608,0.971,,9104
1660,9606,8609,-2.917,,9104
1660,9606,8610,0.714,,9104
1660,9606,8611,-11.68,,9202
1661,9606,8605,-168.6,,9001
1661,9606,8606,-34.0,,9001
1661,9606,8607,38.6,,9001
1661,9606,8608,-0.374,,9104
1661,9606,8609,-0.679,,9104
1661,9606,8610,-1.379,,9104
1661,9606,8611,-9.48,,9202
1662,9606,8605,-168.6,,9001
1662,9606,8606,-34.0,,9001
1662,9606,8607,38.6,,9001
1662,9606,8608,-0.374,,9104
1662,9606,8609,-0.679,,9104
1662,9606,8610,-1.379,,9104
1662,9606,8611,-9.48,,9202
1663,9606,8605,-50.2,,9001
1663,9606,8606,-50.4,,9001
1663,9606,8607,84.8,,9001
1663,9606,8608,-0.69,,9104
1663,9606,8609,-2.012,,9104
1663,9606,8610,0.459,,9104
1663,9606,8611,-28.08,,9202
1664,9606,8605,-50.2,,9001
1664,9606,8606,-50.4,,9001
1664,9606,8607,84.8,,9001
1664,9606,8608,-0.69,,9104
1664,9606,8609,-2.012,,9104
1664,9606,8610,0.459,,9104
1664,9606,8611,-28.08,,9202
1665,9607,8605,-129.193,,9001
1665,9607,8606,-41.212,,9001
1665,9607,8607,130.73,,9001
1665,9607,8608,-0.246,,9104
1665,9607,8609,-0.374,,9104
1665,9607,8610,-0.329,,9104
1665,9607,8611,-2.955,,9202
1666,9607,8605,-119.353,,9001
1666,9607,8606,-48.301,,9001
1666,9607,8607,139.484,,9001
1666,9607,8608,-0.415,,9104
1666,9607,8609,-0.26,,9104
1666,9607,8610,-0.437,,9104
1666,9607,8611,-0.613,,9202
1667,9607,8605,-120.271,,9001
1667,9607,8606,-64.543,,9001
1667,9607,8607,161.632,,9001
1667,9607,8608,-0.217,,9104
1667,9607,8609,0.067,,9104
1667,9607,8610,0.129,,9104
1667,9607,8611,2.499,,9202
1668,9607,8605,-124.133,,9001
1668,9607,8606,-42.003,,9001
1668,9607,8607,137.4,,9001
1668,9607,8608,0.008,,9104
1668,9607,8609,-0.557,,9104
1668,9607,8610,-0.178,,9104
1668,9607,8611,-1.854,,9202
1669,9607,8605,-117.763,,9001
1669,9607,8606,-51.51,,9001
1669,9607,8607,139.061,,9001
1669,9607,8608,-0.292,,9104
1669,9607,8609,-0.443,,9104
1669,9607,8610,-0.277,,9104
1669,9607,8611,-0.191,,9202
1670,9615,8656,,nzgd2kgrid0005.gsb,
1671,9603,8605,0.0,,9001
1671,9603,8606,0.0,,9001
1671,9603,8607,0.0,,9001
1672,9607,8605,565.04,,9001
1672,9607,8606,49.91,,9001
1672,9607,8607,465.84,,9001
1672,9607,8608,1.9848,,9109
1672,9607,8609,-1.7439,,9109
1672,9607,8610,9.0587,,9109
1672,9607,8611,4.0772,,9202
1673,9607,8605,582.0,,9001
1673,9607,8606,105.0,,9001
1673,9607,8607,414.0,,9001
1673,9607,8608,-1.04,,9104
1673,9607,8609,-0.35,,9104
1673,9607,8610,3.08,,9104
1673,9607,8611,8.3,,9202
1674,9607,8605,24.0,,9001
1674,9607,8606,-123.0,,9001
1674,9607,8607,-94.0,,9001
1674,9607,8608,-0.02,,9104
1674,9607,8609,0.25,,9104
1674,9607,8610,0.13,,9104
1674,9607,8611,1.1,,9202
1675,9607,8605,24.0,,9001
1675,9607,8606,-123.0,,9001
1675,9607,8607,-94.0,,9001
1675,9607,8608,-0.02,,9104
1675,9607,8609,0.25,,9104
1675,9607,8610,0.13,,9104
1675,9607,8611,1.1,,9202
1676,9603,8605,674.374,,9001
1676,9603,8606,15.056,,9001
1676,9603,8607,405.346,,9001
1677,9607,8605,56.0,,9001
1677,9607,8606,75.77,,9001
1677,9607,8607,15.31,,9001
1677,9607,8608,-0.37,,9104
1677,9607,8609,-0.2,,9104
1677,9607,8610,-0.21,,9104
1677,9607,8611,-1.01,,9202
1678,9603,8605,0.0,,9001
1678,9603,8606,0.0,,9001
1678,9603,8607,0.0,,9001
1679,9607,8605,-40.595,,9001
1679,9607,8606,-18.55,,9001
1679,9607,8607,-69.339,,9001
1679,9607,8608,-2.508,,9104
1679,9607,8609,-1.832,,9104
1679,9607,8610,2.611,,9104
1679,9607,8611,-4.299,,9202
1680,9607,8605,419.3836,,9001
1680,9607,8606,99.3335,,9001
1680,9607,8607,591.3451,,9001
1680,9607,8608,-0.850389,,9104
1680,9607,8609,-1.817277,,9104
1680,9607,8610,7.862238,,9104
1680,9607,8611,-0.99496,,9202
1681,9633,8664,,ostn97.txt,
1682,9603,8605,-76.0,,9001
1682,9603,8606,-138.0,,9001
1682,9603,8607,67.0,,9001
1683,9607,8605,-115.064,,9001
1683,9607,8606,-87.39,,9001
1683,9607,8607,-101.716,,9001
1683,9607,8608,0.058,,9104
1683,9607,8609,-4.001,,9104
1683,9607,8610,2.062,,9104
1683,9607,8611,9.366,,9202
1684,9607,8605,-82.875,,9001
1684,9607,8606,-57.097,,9001
1684,9607,8607,-156.768,,9001
1684,9607,8608,2.158,,9104
1684,9607,8609,-1.524,,9104
1684,9607,8610,0.982,,9104
1684,9607,8611,-0.359,,9202
1685,9607,8605,-138.527,,9001
1685,9607,8606,-91.999,,9001
1685,9607,8607,-114.591,,9001
1685,9607,8608,0.14,,9104
1685,9607,8609,-3.363,,9104
1685,9607,8610,2.217,,9104
1685,9607,8611,11.748,,9202
1686,9607,8605,-73.472,,9001
1686,9607,8606,-51.66,,9001
1686,9607,8607,-112.482,,9001
1686,9607,8608,-0.953,,9104
1686,9607,8609,-4.6,,9104
1686,9607,8610,2.368,,9104
1686,9607,8611,0.586,,9202
1687,9607,8605,219.315,,9001
1687,9607,8606,168.975,,9001
1687,9607,8607,-166.145,,9001
1687,9607,8608,-0.198,,9104
1687,9607,8609,-5.926,,9104
1687,9607,8610,2.356,,9104
1687,9607,8611,-57.104,,9202
1688,9615,8656,,NB7783v2.gsb,
1689,9615,8656,,PE7783V2.gsb,
1690,9615,8656,,May76v20.gsb,
1691,9615,8656,,CGQ77-98.gsb,
1692,9615,8656,,QUE27-98.gsb,
1693,9615,8656,,NTv2_0.gsb,
1694,9613,8657,,wshpgn.las,
1694,9613,8658,,wshpgn.los,
1695,9613,8657,,eshpgn.las,
1695,9613,8658,,eshpgn.los,
1696,9615,8656,,NAD83-98.gsb,
1697,9615,8656,,SK83-98.gsb,
1698,9613,8657,,stgeorge.las,
1698,9613,8658,,stgeorge.los,
1699,9613,8657,,stlrnc.las,
1699,9613,8658,,stlrnc.los,
1700,9613,8657,,stpaul.las,
1700,9613,8658,,stpaul.los,
1701,9607,8605,59.47,,9001
1701,9607,8606,-5.04,,9001
1701,9607,8607,187.44,,9001
1701,9607,8608,-0.47,,9104
1701,9607,8609,0.1,,9104
1701,9607,8610,-1.024,,9104
1701,9607,8611,-4.5993,,9202
1702,9615,8656,,AB_CSRS.DAC,
1703,9615,8656,,SK27-98.gsb,
1704,9613,8657,,arhpgn.las,
1704,9613,8658,,arhpgn.los,
1705,9613,8657,,iahpgn.las,
1705,9613,8658,,iahpgn.los,
1706,9613,8657,,mnhpgn.las,
1706,9613,8658,,mnhpgn.los,
1707,9613,8657,,mohpgn.las,
1707,9613,8658,,mohpgn.los,
1708,9613,8657,,arhpgn.las,
1708,9613,8658,,arhpgn.los,
1709,9613,8657,,iahpgn.las,
1709,9613,8658,,iahpgn.los,
1710,9613,8657,,mnhpgn.las,
1710,9613,8658,,mnhpgn.los,
1711,9613,8657,,mohpgn.las,
1711,9613,8658,,mohpgn.los,
1712,9613,8657,,cohpgn.las,
1712,9613,8658,,cohpgn.los,
1713,9613,8657,,gahpgn.las,
1713,9613,8658,,gahpgn.los,
1714,9613,8657,,flhpgn.las,
1714,9613,8658,,flhpgn.los,
1715,9613,8657,,emhpgn.las,
1715,9613,8658,,emhpgn.los,
1716,9613,8657,,wmhpgn.las,
1716,9613,8658,,wmhpgn.los,
1717,9613,8657,,alhpgn.las,
1717,9613,8658,,alhpgn.los,
1718,9613,8657,,kyhpgn.las,
1718,9613,8658,,kyhpgn.los,
1719,9613,8657,,lahpgn.las,
1719,9613,8658,,lahpgn.los,
1720,9613,8657,,mdhpgn.las,
1720,9613,8658,,mdhpgn.los,
1721,9613,8657,,mehpgn.las,
1721,9613,8658,,mehpgn.los,
1722,9613,8657,,mihpgn.las,
1722,9613,8658,,mihpgn.los,
1723,9613,8657,,mshpgn.las,
1723,9613,8658,,mshpgn.los,
1724,9613,8657,,nbhpgn.las,
1724,9613,8658,,nbhpgn.los,
1725,9613,8657,,nehpgn.las,
1725,9613,8658,,nehpgn.los,
1726,9613,8657,,nmhpgn.las,
1726,9613,8658,,nmhpgn.los,
1727,9613,8657,,nyhpgn.las,
1727,9613,8658,,nyhpgn.los,
1728,9613,8657,,azhpgn.las,
1728,9613,8658,,azhpgn.los,
1729,9613,8657,,ndhpgn.las,
1729,9613,8658,,ndhpgn.los,
1730,9613,8657,,okhpgn.las,
1730,9613,8658,,okhpgn.los,
1731,9613,8657,,pvhpgn.las,
1731,9613,8658,,pvhpgn.los,
1732,9613,8657,,sdhpgn.las,
1732,9613,8658,,sdhpgn.los,
1733,9613,8657,,tnhpgn.las,
1733,9613,8658,,tnhpgn.los,
1734,9613,8657,,ethpgn.las,
1734,9613,8658,,ethpgn.los,
1735,9613,8657,,wthpgn.las,
1735,9613,8658,,wthpgn.los,
1736,9613,8657,,vahpgn.las,
1736,9613,8658,,vahpgn.los,
1737,9613,8657,,wohpgn.las,
1737,9613,8658,,wohpgn.los,
1738,9613,8657,,wihpgn.las,
1738,9613,8658,,wihpgn.los,
1739,9613,8657,,cnhpgn.las,
1739,9613,8658,,cnhpgn.los,
1740,9613,8657,,wyhpgn.las,
1740,9613,8658,,wyhpgn.los,
1741,9613,8657,,hihpgn.las,
1741,9613,8658,,hihpgn.los,
1742,9613,8657,,inhpgn.las,
1742,9613,8658,,inhpgn.los,
1743,9613,8657,,kshpgn.las,
1743,9613,8658,,kshpgn.los,
1744,9613,8657,,nvhpgn.las,
